"객체id","현황도형 관리번호","도형 대분류코드","도형 중분류코드","도형 소분류코드","도형 속성코드","도형 조서관리 코드","결정고시관리코드","라벨명","시군구코드","도면번호","현황도형 생성일시","면적(도형)","길이(도형)"
"53214","11000UQ171PS201912150184","UQQ900"," "," ","UQQ900","11000EZZ200901301799","11000NTC200901152681","방배동 주택재건축사업 예정지역","11000"," ","2019-12-15 00:00:00.0","178949.03533900","1782.77001953"
"53213","11000UQ171PS201912150183","UQQ900"," "," ","UQQ900","11000EZZ200907211863","11000NTC200907093570","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","47073.92264330","1522.66003418"
"53212","11000UQ171PS201912150182","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","13371.52510860","570.78198242"
"53211","11000UQ171PS201912150181","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","299.92275202","129.99000549"
"53210","11000UQ171PS201912150180","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","343.33296578","95.38800049"
"53209","11000UQ171PS201912150179","UQQ900"," "," ","UQQ900","11000EZZ201007121994","11000NTC201007015113","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","318907.93375300","3295.67993164"
"53208","11000UQ171PS201912150003","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","467.09310068","90.25489807"
"53207","11000UQ171PS201912150002","UQQ900"," "," ","UQQ900","11000EZZ201201172045","11000NTC201010275499","마장제2주택재개발정비예정구역","11000"," ","2019-12-15 00:00:00.0","33190.57092280","951.35198975"
"53206","11000UQ171PS201912150001","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","344.54120240","78.28500366"
"53205","11000UQ171PS201912150102","UQQ900"," "," ","UQQ900","11000EZZ201007051988","11000NTC201005134922","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","14839.59286540","502.43600464"
"53204","11000UQ171PS201912150101","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","16849.33346070","729.73999023"
"53203","11000UQ171PS201912150100","UQQ900"," "," ","UQQ900","11000EZZ200812231750","11000NTC200811202367","재건축예정구역내 개발행위허가(건축허가)제한 및 지","11000"," ","2019-12-15 00:00:00.0","10446.69053560","443.05099487"
"53202","11000UQ171PS201912150099","UQQ900"," "," ","UQQ900","11000EZZ200906041856","11000NTC200902032739","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","19073.01244660","728.39501953"
"53201","11000UQ171PS201912150098","UQQ900"," "," ","UQQ900","11000EZZ201004061939","11000NTC201003104602","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","12103.30938830","437.92800903"
"53200","11000UQ171PS201912150097","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","1168.16247844","162.38699341"
"53199","11000UQ171PS201912150096","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","2056.56257307","267.27801514"
"53198","11000UQ171PS201912150079","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","109.03274128","50.26779938"
"53197","11000UQ171PS201912150078","UQQ900"," "," ","UQQ900","11000EZZ201007051991","11000NTC201005134922","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","54761.87264680","945.19897461"
"53196","11000UQ171PS201912150095","UQQ900"," "," ","UQQ900","11000EZZ200901061776","11000NTC200812042417","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","30860.14142410","885.53399658"
"53195","11000UQ171PS201912150094","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","360.65699793","89.42389679"
"53194","11000UQ171PS201912150093","UQQ900"," "," ","UQQ900","11000EZZ201001081908","11000NTC200912314367","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","14411.08740380","1088.90002441"
"53193","11000UQ171PS201912150092","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","3156.82612931","326.74798584"
"53192","11000UQ171PS201912150091","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","1575.71135539","166.44799805"
"53191","11000UQ171PS201912150090","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","1639.46606119","180.64799500"
"53190","11000UQ171PS201912150089","UQQ900"," "," ","UQQ900","11000EZZ201007051987","11000NTC201005134922","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","14609.40157340","548.06402588"
"53189","11000UQ171PS201912150088","UQQ900"," "," ","UQQ900","11000EZZ201110042035","11000NTC201110056257","행위제한지역","11000"," ","2019-12-15 00:00:00.0","71353.69267040","1199.01000977"
"53188","11000UQ171PS201912150087","UQQ900"," "," ","UQQ900","11000EZZ200812121737","11000NTC200810162271","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","23394.62285070","933.72802734"
"53187","11000UQ171PS201912150086","UQQ900"," "," ","UQQ900","11000EZZ201005191958","11000NTC201005134922","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","24047.89484600","724.74102783"
"53186","11000UQ171PS201912150085","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","517.13155400","94.53019714"
"53185","11000UQ171PS201912150084","UQQ900"," "," ","UQQ900","11000EZZ200912181900","11000NTC200912174264","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","20688.27542220","638.60699463"
"52896","11000UQ171PS201912150083","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","541.91591715","106.90200043"
"52895","11000UQ171PS201912150082","UQQ900"," "," ","UQQ900","11000EZZ201010072004","11000NTC201008125276","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","19114.21497380","838.26300049"
"52894","11000UQ171PS201912150081","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","12121.58089210","560.77001953"
"52893","11000UQ171PS201912150080","UQQ900"," "," ","UQQ900","11000EZZ000000001711"," ","개발행위허가제한지역","11000"," ","2019-12-15 00:00:00.0","5712.60327819","537.65997314"
