DGM_NM,gid
망원초등학교,다사471514
망원초등학교,다사470514
망원초등학교,다사471513
동일여중고상고교,다사482392
동일여중고상고교,다사483393
동일여중고상고교,다사484391
동일여중고상고교,다사484394
동일여중고상고교,다사482393
동일여중고상고교,다사483391
동일여중고상고교,다사483394
동일여중고상고교,다사485393
동일여중고상고교,다사485392
동일여중고상고교,다사484393
동일여중고상고교,다사484392
동일여중고상고교,다사483392
중흥초등학교,다사632558
중흥초등학교,다사633558
중흥초등학교,다사633559
중흥초등학교,다사632559
초등학교(국민학교),다사484389
초등학교(국민학교),다사484388
초등학교(국민학교),다사484387
초등학교(국민학교),다사483389
초등학교(국민학교),다사483387
초등학교(국민학교),다사483388
영희초등학교,다사630436
영희초등학교,다사629436
영희초등학교,다사630437
영희초등학교,다사629437
양천초등학교,다사619434
양천초등학교,다사621435
양천초등학교,다사620437
양천초등학교,다사619436
양천초등학교,다사621437
양천초등학교,다사620435
양천초등학교,다사619435
양천초등학교,다사620436
양천초등학교,다사621436
양천초등학교,다사618435
명일초등학교,다사683504
명일초등학교,다사684506
명일초등학교,다사684505
명일초등학교,다사683505
명일초등학교,다사683506
길동초등학교,다사686487
길동초등학교,다사685488
길동초등학교,다사684488
길동초등학교,다사686488
길동초등학교,다사685487
"광영고,광영여상,신원중학교",다사403490
"광영고,광영여상,신원중학교",다사404487
"광영고,광영여상,신원중학교",다사404489
"광영고,광영여상,신원중학교",다사404490
"광영고,광영여상,신원중학교",다사405488
"광영고,광영여상,신원중학교",다사403487
"광영고,광영여상,신원중학교",다사402490
"광영고,광영여상,신원중학교",다사401489
"광영고,광영여상,신원중학교",다사403489
"광영고,광영여상,신원중학교",다사402487
"광영고,광영여상,신원중학교",다사403488
"광영고,광영여상,신원중학교",다사402489
"광영고,광영여상,신원중학교",다사404488
"광영고,광영여상,신원중학교",다사402488
"광영고,광영여상,신원중학교",다사401488
"단국중,고등학교",다사608440
"단국중,고등학교",다사606442
"단국중,고등학교",다사606440
"단국중,고등학교",다사609440
"단국중,고등학교",다사607442
"단국중,고등학교",다사606441
"단국중,고등학교",다사608441
"단국중,고등학교",다사609441
"단국중,고등학교",다사608442
"단국중,고등학교",다사607440
"단국중,고등학교",다사607441
초등학교(국민학교),다사611637
초등학교(국민학교),다사612636
초등학교(국민학교),다사610636
초등학교(국민학교),다사611635
초등학교(국민학교),다사611636
초등학교(국민학교),다사612635
상원초등학교,다사611632
상원초등학교,다사612632
상원초등학교,다사611631
상원초등학교,다사612631
가인초등학교,다사596623
가인초등학교,다사597624
가인초등학교,다사596622
가인초등학교,다사597623
동답초등학교,다사615525
동답초등학교,다사616526
동답초등학교,다사615526
동답초등학교,다사614525
가산초등학교,다사465422
가산초등학교,다사466422
서일초등학교,다사577430
서일초등학교,다사577429
서일초등학교,다사578430
서일초등학교,다사577428
서일초등학교,다사578429
서일초등학교,다사578428
봉은국민학교,다사611467
봉은국민학교,다사612467
봉은국민학교,다사611469
봉은국민학교,다사611468
봉은국민학교,다사612469
봉은국민학교,다사612468
영원초등학교,다사471459
영원초등학교,다사472459
영원초등학교,다사471458
영원초등학교,다사472458
종암초등학교,다사585537
종암초등학교,다사586537
종암초등학교,다사585536
종암초등학교,다사586536
연광초등학교,다사491584
연광초등학교,다사492584
연광초등학교,다사492583
연광초등학교,다사491583
영서초등학교,다사465433
영서초등학교,다사464433
영서초등학교,다사465434
영서초등학교,다사464434
학교,다사654445
학교,다사653445
학교,다사653446
학교,다사652446
학교,다사652445
학교,다사523450
학교,다사524451
학교,다사523451
학교,다사523452
학교,다사524450
학교,다사524452
전곡초등학교,다사607535
전곡초등학교,다사607536
전곡초등학교,다사609534
전곡초등학교,다사608534
전곡초등학교,다사608536
전곡초등학교,다사609535
전곡초등학교,다사608535
신동초등학교,다사567465
신동초등학교,다사568465
신동초등학교,다사569465
신동초등학교,다사568464
신동초등학교,다사569464
성내초등학교,다사665480
성내초등학교,다사665481
성내초등학교,다사666481
성내초등학교,다사666479
성내초등학교,다사665480
성내초등학교,다사665481
성내초등학교,다사666480
성내초등학교,다사667480
성내초등학교,다사665479
가동초등학교,다사674442
가동초등학교,다사673442
가동초등학교,다사673441
가동초등학교,다사673443
가동초등학교,다사672443
가동초등학교,다사672442
초등학교(국민학교),다사476382
서강대학교,다사508502
서강대학교,다사503503
서강대학교,다사505503
서강대학교,다사504501
서강대학교,다사508503
서강대학교,다사504505
서강대학교,다사508505
서강대학교,다사508504
서강대학교,다사509503
서강대학교,다사503502
서강대학교,다사506501
서강대학교,다사509504
서강대학교,다사505501
서강대학교,다사507503
서강대학교,다사506503
서강대학교,다사504502
서강대학교,다사505502
서강대학교,다사505504
서강대학교,다사506505
서강대학교,다사504503
서강대학교,다사506504
서강대학교,다사503504
서강대학교,다사507505
서강대학교,다사504504
서강대학교,다사505505
서강대학교,다사506502
서강대학교,다사507504
서강대학교,다사507502
양천초등학교,다사416525
양천초등학교,다사415525
양천초등학교,다사417525
양천초등학교,다사417524
양천초등학교,다사415524
양천초등학교,다사416524
초등학교(국민학교),다사624617
초등학교(국민학교),다사624616
초등학교(국민학교),다사625616
초등학교(국민학교),다사625617
중학교,다사713506
중학교,다사712506
중학교,다사712507
중학교,다사713507
학교,다사474423
학교,다사475423
학교,다사476423
초등학교(국민학교),다사644431
초등학교(국민학교),다사644432
초등학교(국민학교),다사643432
초등학교(국민학교),다사643431
초등학교(국민학교),다사643433
초등학교(국민학교),다사642431
초등학교(국민학교),다사642432
시흥초등학교,다사474396
시흥초등학교,다사472397
시흥초등학교,다사472396
시흥초등학교,다사474397
시흥초등학교,다사473396
시흥초등학교,다사473397
방현초등학교,다사548421
방현초등학교,다사548420
방현초등학교,다사548419
방현초등학교,다사549419
방현초등학교,다사549421
방현초등학교,다사549420
거원초.중학교,다사685433
거원초.중학교,다사687432
거원초.중학교,다사685431
거원초.중학교,다사686432
거원초.중학교,다사687431
거원초.중학교,다사686431
거원초.중학교,다사685432
학교,다사460476
학교,다사461476
학교,다사461475
학교,다사460475
서울남성초등학교,다사536428
서울남성초등학교,다사535429
서울남성초등학교,다사535428
서울남성초등학교,다사537428
서울남성초등학교,다사537429
서울남성초등학교,다사536429
초등학교(국민학교),다사698439
초등학교(국민학교),다사697438
초등학교(국민학교),다사698438
초등학교(국민학교),다사591567
초등학교(국민학교),다사593566
초등학교(국민학교),다사591566
초등학교(국민학교),다사592566
초등학교(국민학교),다사592567
초등학교(국민학교),다사593567
초등학교,다사619505
초등학교,다사620505
초등학교,다사620506
초등학교,다사619506
초등학교,다사620505
초등학교,다사620506
학교,다사654421
학교,다사654420
학교,다사653421
학교,다사653419
학교,다사653420
경수초.중학교,다사609489
경수초.중학교,다사609490
경수초.중학교,다사610490
경수초.중학교,다사610491
경수초.중학교,다사609491
경수초.중학교,다사610489
