"광역지자체","시군구","50KW","100KW싱글","100KW듀얼","200KW듀얼","300KW이상","사용량(kWh)","등록일시"
"서울특별시","구로구","1","0","0","0","0","14644.16","2020-11-01 23:07:00.0"
"서울특별시","구로구","1","0","0","0","0","27600.03","2020-11-01 23:07:00.0"
"서울특별시","구로구","1","0","0","0","0","53796.64","2020-11-01 23:07:00.0"
"서울특별시","금천구","1","0","0","0","0","23552.01","2020-11-01 23:07:00.0"
"서울특별시","금천구","1","0","0","0","0","15475.1","2020-11-01 23:07:00.0"
"서울특별시","금천구","1","0","0","0","0","54752.2","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","0","0","0","38473.98","2020-11-01 23:07:00.0"
"서울특별시","동작구","1","0","0","0","0","49041.89","2020-11-01 23:07:00.0"
"서울특별시","동작구","1","0","0","0","0","102212.03","2020-11-01 23:07:00.0"
"서울특별시","관악구","1","0","0","0","0","0","2020-11-01 23:07:00.0"
"서울특별시","관악구","1","0","0","0","0","54869.25","2020-11-01 23:07:00.0"
"서울특별시","서초구","1","0","0","0","0","51962.95","2020-11-01 23:07:00.0"
"서울특별시","서초구","1","0","0","0","0","47112.53","2020-11-01 23:07:00.0"
"서울특별시","강남구","1","0","0","0","0","39382.42","2020-11-01 23:07:00.0"
"서울특별시","강남구","1","0","0","0","0","15498.69","2020-11-01 23:07:00.0"
"서울특별시","강남구","1","0","0","0","0","129207.76","2020-11-01 23:07:00.0"
"서울특별시","강남구","1","0","0","0","0","59946.12","2020-11-01 23:07:00.0"
"서울특별시","강남구","1","0","0","0","0","88489.12","2020-11-01 23:07:00.0"
"서울특별시","송파구","1","0","0","0","0","22537.34","2020-11-01 23:07:00.0"
"서울특별시","강동구","1","0","0","0","0","37830.7","2020-11-01 23:07:00.0"
"서울특별시","강남구","1","0","0","0","0","82960.02","2020-11-01 23:07:00.0"
"서울특별시","강남구","1","0","0","0","0","44199.96","2020-11-01 23:07:00.0"
"서울특별시","강동구","1","0","0","0","0","14772.66","2020-11-01 23:07:00.0"
"서울특별시","강동구","1","0","0","0","0","52890.74","2020-11-01 23:07:00.0"
"서울특별시","강동구","1","0","0","0","0","48442.3","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","21441.35","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","47759.15","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","10619.3","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","39321.23","2020-11-01 23:07:00.0"
"서울특별시","강서구","1","0","0","0","0","123368.45","2020-11-01 23:07:00.0"
"서울특별시","관악구","1","0","0","0","0","54248.43","2020-11-01 23:07:00.0"
"서울특별시","관악구","1","0","0","0","0","12098.38","2020-11-01 23:07:00.0"
"서울특별시","관악구","2","0","0","0","0","284822.01","2020-11-01 23:07:00.0"
"서울특별시","관악구","1","0","0","0","0","35594.16","2020-11-01 23:07:00.0"
"서울특별시","관악구","1","0","0","0","0","21980.94","2020-11-01 23:07:00.0"
"서울특별시","광진구","1","0","0","0","0","94844.37","2020-11-01 23:07:00.0"
"서울특별시","구로구","1","0","0","0","0","59619.69","2020-11-01 23:07:00.0"
"서울특별시","노원구","1","0","0","0","0","43702.8","2020-11-01 23:07:00.0"
"서울특별시","노원구","1","0","0","0","0","51219.34","2020-11-01 23:07:00.0"
"서울특별시","노원구","2","0","0","0","0","120607.12","2020-11-01 23:07:00.0"
"서울특별시","동대문구","1","0","0","0","0","75269.81","2020-11-01 23:07:00.0"
"서울특별시","동작구","1","0","0","0","0","39181.14","2020-11-01 23:07:00.0"
"서울특별시","마포구","1","0","0","0","0","63393.8","2020-11-01 23:07:00.0"
"서울특별시","마포구","1","0","0","0","0","55893.87","2020-11-01 23:07:00.0"
"서울특별시","서대문구","2","0","0","0","0","75550.28","2020-11-01 23:07:00.0"
"서울특별시","서초구","1","0","0","0","0","98070.93","2020-11-01 23:07:00.0"
"서울특별시","서초구","1","0","0","0","0","20250.15","2020-11-01 23:07:00.0"
"서울특별시","송파구","3","0","0","0","0","233068.2","2020-11-01 23:07:00.0"
"서울특별시","송파구","1","0","0","0","0","82582.59","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","0","0","0","54319.07","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","0","0","0","66590.4","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","0","0","0","23606.04","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","0","0","0","76464.02","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","0","0","0","51280.01","2020-11-01 23:07:00.0"
"서울특별시","용산구","1","0","0","0","0","52205.75","2020-11-01 23:07:00.0"
"서울특별시","용산구","1","0","0","0","0","55230","2020-11-01 23:07:00.0"
"서울특별시","은평구","1","0","0","0","0","34477.78","2020-11-01 23:07:00.0"
"서울특별시","은평구","1","0","0","0","0","87645.77","2020-11-01 23:07:00.0"
"서울특별시","종로구","1","0","0","0","0","28085.12","2020-11-01 23:07:00.0"
"서울특별시","종로구","1","0","0","0","0","75360.24","2020-11-01 23:07:00.0"
"서울특별시","중구","2","0","0","0","0","40090.15","2020-11-01 23:07:00.0"
"서울특별시","중랑구","1","0","0","0","0","66587.3","2020-11-01 23:07:00.0"
"서울특별시","중랑구","1","0","0","0","0","61744.6","2020-11-01 23:07:00.0"
"서울특별시","중랑구","1","0","0","0","0","76509.76","2020-11-01 23:07:00.0"
