번호,광역지자체,시군구, 50키로와트 , 100키로와트 , 100키로와트듀얼 , 200키로와트듀얼 , 300키로와트이상 ,  사용량(키로와트시)  
3686,전남,무안군,0,0,2,0,0,"15,795"
3687,전남,무안군,0,0,2,0,0,"8,430"
3688,전남,무안군,0,0,2,0,0,"7,953"
3689,전남,무안군,0,0,2,0,0,"5,729"
3690,전남,순천시,0,0,2,0,0,"37,063"
3691,전남,순천시,0,0,2,0,0,"3,351"
3692,전남,순천시,0,0,2,0,0,"20,830"
3693,전남,순천시,0,0,2,0,0,"9,270"
3694,전남,여수시,0,0,2,0,0,"95,762"
3695,전남,여수시,0,0,2,0,0,"42,169"
3696,전남,영광군,0,0,2,0,0,"17,314"
3697,전남,영암군,0,0,2,0,0,"4,457"
3698,전남,영암군,0,0,2,0,0,"2,640"
3699,전남,완도군,0,0,2,0,0,"7,779"
3700,전남,완도군,0,0,2,0,0,"16,798"
3701,전남,장흥군,0,0,2,0,0,"3,524"
3702,전남,함평군,0,0,2,0,0,"34,332"
3703,전남,함평군,0,0,2,0,0,"24,990"
3704,전남,해남군,0,0,2,0,0,"20,197"
3705,전남,화순군,0,0,2,0,0,"4,024"
3706,전남,화순군,0,0,2,0,0,"18,884"
3707,전북,고창군,0,0,2,0,0,"7,508"
3708,전북,고창군,0,0,2,0,0,"13,558"
3709,전북,군산시,0,0,2,0,0,"3,178"
3710,전북,김제시,0,0,2,0,0,"40,682"
3711,전북,남원시,0,0,2,0,0,"7,286"
3712,전북,남원시,0,0,2,0,0,"30,446"
3713,전북,남원시,0,0,2,0,0,"5,564"
3714,전북,부안군,0,0,2,0,0,"7,532"
3715,전북,부안군,0,0,2,0,0,"35,158"
3716,전북,순창군,0,0,2,0,0,"11,912"
3717,전북,순창군,0,0,2,0,0,"29,776"
3718,전북,익산시,0,0,2,0,0,"19,992"
3719,전북,임실군,0,0,2,0,0,"4,504"
3720,전북,임실군,0,0,2,0,0,"16,371"
3721,전북,장수군,0,0,2,0,0,"5,524"
3722,전북,정읍시,0,0,2,0,0,"5,049"
3723,전북,정읍시,0,0,2,0,0,"49,723"
3724,전북,정읍시,0,0,2,0,0,"15,767"
3725,전북,정읍시,0,0,2,0,0,"5,832"
3726,제주,서귀포시,0,0,2,0,0,"10,303"
3727,제주,서귀포시,0,0,2,0,0,"35,336"
3728,제주,서귀포시,0,0,2,0,0,"28,880"
3729,제주,서귀포시,0,2,0,0,0,"16,801"
3730,제주,서귀포시,0,0,2,0,0,"49,528"
3731,제주,서귀포시,0,0,2,0,0,"41,437"
3732,제주,서귀포시,0,0,2,0,0,"25,050"
3733,제주,서귀포시,0,0,2,0,0,"92,238"
3734,제주,제주시,0,0,2,0,0,"16,599"
3735,제주,제주시,0,0,2,0,0,"2,414"
3736,제주,제주시,0,2,0,0,0,"154,724"
3737,제주,제주시,0,0,2,0,0,"54,068"
3738,제주,제주시,0,0,2,0,0,"52,755"
3739,제주,서귀포시,0,0,2,0,0,"16,343"
3740,제주,제주시,0,0,2,0,0,"65,423"
3741,제주,제주시,0,0,2,0,0,"10,063"
3742,충남,계룡시,0,0,2,0,0,"62,047"
3743,충남,공주시,0,0,2,0,0,"8,536"
3744,충남,공주시,0,0,2,0,0,"6,408"
3745,충남,공주시,0,0,2,0,0,"42,840"
3746,충남,논산시,0,0,2,0,0,"41,652"
3747,충남,논산시,0,0,2,0,0,"7,134"
3748,충남,당진시,0,2,0,0,0,"95,018"
3749,충남,부여군,0,0,2,0,0,"21,746"
3750,충남,부여군,0,0,2,0,0,"50,367"
3751,충남,아산시,0,0,2,0,0,"49,860"
3752,충남,아산시,0,0,2,0,0,"24,679"
3753,충남,아산시,0,0,2,0,0,"18,711"
3754,충남,천안시,0,0,2,0,0,"34,336"
3755,충남,천안시,0,0,2,0,0,"33,584"
3756,충남,천안시,0,0,2,0,0,"76,749"
3757,충남,천안시,0,0,2,0,0,"41,888"
3758,충남,청양군,0,0,2,0,0,"2,659"
3759,전남,무안군,0,1,2,0,0,"53,349"
3760,전북,익산시,0,1,2,0,0,"37,374"
3761,전북,전주시,0,1,2,0,0,"82,476"
3762,전북,전주시,0,1,2,0,0,"117,608"
3763,제주,서귀포시,0,1,2,0,0,"67,039"
3764,제주,제주시,0,1,2,0,0,"63,402"
3765,제주,제주시,0,1,2,0,0,"92,183"
3766,제주,제주시,0,1,2,0,0,"216,061"
3767,충남,공주시,0,1,2,0,0,"40,711"
3768,충남,서천군,0,1,2,0,0,"27,457"
3769,충남,천안시,0,1,2,0,0,"24,079"
3770,대전,유성구,0,0,4,0,0,"4,895"
3771,세종,세종시,0,0,4,0,0,"65,617"
3772,전북,전주시,0,0,4,0,0,"37,368"
3773,제주,서귀포시,0,0,4,0,0,"23,320"
3774,충남,천안시,0,0,4,0,0,"24,005"
3775,충남,예산군,0,1,0,0,0,"51,373"
3776,충남,예산군,0,1,0,0,0,"29,027"
3777,충남,예산군,0,1,0,0,0,"31,861"
3778,충남,천안시,0,1,0,0,0,"71,704"
3779,충남,천안시,0,1,0,0,0,"110,625"
3780,충남,청양군,0,1,0,0,0,"2,848"
3781,충남,당진시,0,1,0,0,0,"28,727"
3782,충남,아산시,0,1,0,0,0,"33,340"
3783,충남,아산시,0,1,0,0,0,"31,786"
3784,충남,공주시,0,1,0,0,0,"121,492"
3785,충남,공주시,0,1,0,0,0,"94,046"
3786,충남,공주시,0,1,0,0,0,"94,303"
3787,충남,공주시,0,1,0,0,0,"80,502"
3788,세종,세종시,0,1,0,0,0,"32,863"
3789,세종,세종시,0,1,0,0,0,"6,299"
3790,세종,세종시,0,1,0,0,0,"22,137"
3791,세종,세종시,0,1,0,0,0,"9,728"
3792,충남,태안군,0,0,2,0,0,"15,006"
3793,충남,태안군,0,0,2,0,0,"14,788"
3794,충남,태안군,0,0,2,0,0,"21,607"
3795,충남,홍성군,0,0,2,0,0,"4,259"
3796,충남,홍성군,0,0,2,0,0,"19,561"
3797,전북,익산시,0,0,2,0,0,"48,463"
3798,강원,삼척시,0,1,0,0,0,"4,564"
3799,강원,삼척시,0,1,0,0,0,"12,676"
3800,강원,삼척시,0,1,0,0,0,"1,610"
3801,강원,양양군,0,1,0,0,0,"26,047"
3802,강원,양양군,0,1,0,0,0,"20,353"
3803,강원,영월군,0,1,0,0,0,"23,259"
3804,강원,삼척시,0,1,0,0,0,"20,959"
3805,강원,원주시,0,1,0,0,0,"70,536"
3806,강원,인제군,0,1,0,0,0,"17,623"
3807,강원,인제군,0,1,0,0,0,"19,418"
3808,강원,정선군,0,1,0,0,0,"21,827"
3809,강원,정선군,0,1,0,0,0,"21,391"
3810,강원,춘천시,0,1,0,0,0,"3,048"
3811,강원,춘천시,0,1,0,0,0,"42,942"
3812,강원,평창군,0,1,0,0,0,"15,547"
3813,강원,평창군,0,1,0,0,0,"18,585"
3814,강원,평창군,0,1,0,0,0,"7,408"
3815,강원,평창군,0,1,0,0,0,"93,772"
3816,강원,홍천군,0,1,0,0,0,"3,432"
3817,강원,화천군,0,1,0,0,0,"26,959"
3818,강원,횡성군,0,1,0,0,0,"125,153"
3819,강원,횡성군,0,1,0,0,0,"120,552"
3820,강원,횡성군,0,1,0,0,0,"29,317"
3821,강원,횡성군,0,1,0,0,0,"3,757"
3822,강원,속초시,0,1,0,0,0,"24,390"
3823,강원,원주시,0,1,0,0,0,"25,936"
3824,경기,가평군,0,1,0,0,0,"2,371"
3825,경기,가평군,0,1,0,0,0,"92,267"
3826,경기,가평군,0,1,0,0,0,"107,834"
3827,경기,화성시,0,1,0,0,0,"90,301"
3828,경기,화성시,0,1,0,0,0,"101,638"
3829,경기,수원시,0,1,0,0,0,"23,740"
3830,경기,군포시,0,1,0,0,0,"15,596"
3831,경기,김포시,0,1,0,0,0,"48,524"
3832,경기,남양주시,0,1,0,0,0,"24,293"
3833,경기,남양주시,0,1,0,0,0,"21,089"
3834,경기,남양주시,0,1,0,0,0,"62,950"
3835,경기,수원시,0,1,0,0,0,"46,951"
3836,경기,수원시,0,1,0,0,0,"21,977"
3837,경기,수원시,0,1,0,0,0,"26,102"
3838,경기,안산시,0,1,0,0,0,"27,077"
3839,경기,안양시,0,1,0,0,0,"37,263"
3840,경기,양평군,0,1,0,0,0,"7,168"
3841,경기,양평군,0,1,0,0,0,"8,325"
3842,경기,양평군,0,1,0,0,0,"15,674"
3843,경기,양평군,0,1,0,0,0,"68,511"
3844,경기,여주시,0,1,0,0,0,"112,545"
3845,경기,여주시,0,1,0,0,0,"178,391"
3846,경기,포천시,0,1,0,0,0,"17,936"
3847,경기,하남시,0,1,0,0,0,"48,440"
3848,경기,하남시,0,1,0,0,0,"43,685"
3849,경기,하남시,0,1,0,0,0,"48,397"
3850,경기,하남시,0,1,0,0,0,"40,188"
3851,경기,화성시,0,1,0,0,0,"91,662"
3852,경기,화성시,0,1,0,0,0,"120,940"
3853,경기,포천시,0,1,0,0,0,"28,793"
3854,경기,포천시,0,1,0,0,0,"7,991"
3855,경기,안성시,0,1,0,0,0,"11,630"
3856,서울,영등포구,0,1,0,0,0,"8,950"
3857,서울,강북구,0,1,0,0,0,"14,496"
3858,서울,강북구,0,1,0,0,0,"8,781"
3859,서울,강북구,0,1,0,0,0,"4,454"
3860,서울,구로구,0,1,0,0,0,"19,431"
3861,서울,구로구,0,1,0,0,0,"13,017"
3862,서울,도봉구,0,1,0,0,0,"30,112"
3863,서울,서초구,0,1,0,0,0,"80,526"
3864,서울,성북구,0,1,0,0,0,"34,895"
3865,서울,은평구,0,1,0,0,0,"6,924"
3866,서울,종로구,0,1,0,0,0,"45,989"
3867,서울,강남구,0,1,0,0,0,"24,511"
3868,서울,강남구,0,1,0,0,0,"34,115"
3869,서울,강남구,0,1,0,0,0,"22,202"
3870,서울,강남구,0,1,0,0,0,"57,199"
3871,서울,강북구,0,1,0,0,0,"20,455"
3872,서울,강서구,0,1,0,0,0,"31,198"
3873,서울,강서구,0,1,0,0,0,"5,334"
3874,서울,노원구,0,1,0,0,0,"38,474"
3875,서울,마포구,0,1,0,0,0,"10,439"
3876,서울,송파구,0,1,0,0,0,"15,135"
3877,서울,송파구,0,1,0,0,0,"17,512"
3878,서울,송파구,0,1,0,0,0,"20,131"
3879,서울,용산구,0,1,0,0,0,"11,768"
3880,서울,은평구,0,1,0,0,0,"16,333"
3881,서울,양천구,0,1,0,0,0,"28,878"
3882,서울,양천구,0,1,0,0,0,"13,835"
3883,서울,양천구,0,1,0,0,0,"56,999"
3884,서울,성동구,0,1,0,0,0,"12,328"
3885,인천,강화군,0,1,0,0,0,"23,096"
3886,인천,계양구,0,1,0,0,0,"43,799"
3887,인천,동구,0,1,0,0,0,"5,358"
3888,인천,부평구,0,1,0,0,0,"24,600"
3889,인천,서구,0,1,0,0,0,"33,879"
3890,인천,중구,0,1,0,0,0,"37,064"
3891,인천,중구,0,1,0,0,0,"19,944"
3892,인천,중구,0,1,0,0,0,"10,291"
3893,인천,미추홀구,0,1,0,0,0,"39,546"
3894,인천,남동구,0,1,0,0,0,"20,677"
3895,인천,부평구,0,1,0,0,0,"17,006"
3896,인천,부평구,0,1,0,0,0,"13,569"
3897,강원,홍천군,0,0,2,0,0,"11,307"
3898,강원,고성군,0,0,2,0,0,"16,461"
3899,강원,고성군,0,0,2,0,0,"25,812"
3900,강원,삼척시,0,0,2,0,0,"3,092"
3901,강원,삼척시,0,0,2,0,0,"12,498"
3902,강원,화천군,0,0,2,0,0,"25,789"
3903,강원,속초시,0,0,2,0,0,"10,309"
3904,강원,인제군,0,0,2,0,0,891
3905,강원,양구군,0,0,2,0,0,647
3906,강원,양구군,0,0,2,0,0,"6,500"
3907,강원,양구군,0,0,2,0,0,"16,663"
3908,강원,양구군,0,0,2,0,0,"4,672"
3909,강원,양양군,0,0,2,0,0,"16,498"
3910,강원,양양군,0,0,2,0,0,"7,320"
3911,강원,양양군,0,0,2,0,0,"11,386"
3912,강원,양양군,0,0,2,0,0,"12,101"
3913,강원,양양군,0,0,2,0,0,"1,801"
3914,강원,원주시,0,0,2,0,0,"31,243"
3915,강원,인제군,0,0,2,0,0,"12,145"
3916,강원,인제군,0,0,2,0,0,"24,562"
3917,강원,정선군,0,0,2,0,0,"16,753"
3918,강원,철원군,0,0,2,0,0,"18,117"
3919,강원,철원군,0,0,2,0,0,"7,632"
3920,강원,철원군,0,0,2,0,0,"4,341"
3921,강원,철원군,0,0,2,0,0,"9,596"
3922,강원,춘천시,0,0,2,0,0,"7,993"
3923,강원,춘천시,0,0,2,0,0,"2,138"
3924,강원,춘천시,0,0,2,0,0,"37,659"
3925,강원,춘천시,0,0,2,0,0,"25,278"
3926,강원,춘천시,0,0,2,0,0,"26,124"
3927,강원,춘천시,0,0,2,0,0,"3,122"
3928,강원,춘천시,0,0,2,0,0,"3,190"
3929,강원,춘천시,0,0,2,0,0,"19,189"
3930,강원,춘천시,0,0,2,0,0,"25,175"
3931,강원,홍천군,0,0,2,0,0,"18,661"
3932,강원,홍천군,0,0,2,0,0,"15,227"
3933,강원,화천군,0,0,2,0,0,"8,071"
3934,강원,횡성군,0,0,2,0,0,"4,348"
3935,경기,고양시,0,2,0,0,0,"40,012"
3936,경기,과천시,0,0,2,0,0,"52,438"
3937,경기,광명시,0,0,2,0,0,"45,983"
3938,경기,광주시,0,2,0,0,0,"86,422"
3939,경기,구리시,0,0,2,0,0,"18,806"
3940,경기,김포시,0,2,0,0,0,"69,417"
3941,경기,남양주시,0,2,0,0,0,"37,231"
3942,경기,남양주시,0,0,2,0,0,"37,984"
3943,경기,부천시,0,0,2,0,0,"44,274"
3944,경기,수원시,0,0,2,0,0,"44,219"
3945,경기,수원시,0,2,0,0,0,"39,318"
3946,경기,파주시,0,0,2,0,0,"21,839"
3947,경기,안산시,0,0,2,0,0,"24,168"
3948,경기,안산시,0,0,2,0,0,"32,562"
3949,경기,안산시,0,2,0,0,0,"61,505"
3950,경기,안산시,0,0,2,0,0,"50,225"
3951,경기,안산시,0,0,2,0,0,"13,938"
3952,경기,안성시,0,0,2,0,0,"17,526"
3953,경기,양주시,0,0,2,0,0,"6,299"
3954,경기,양주시,0,0,2,0,0,"12,063"
3955,경기,양평군,0,0,2,0,0,"11,558"
3956,경기,양평군,0,2,0,0,0,"14,318"
3957,경기,양평군,0,0,2,0,0,"37,499"
3958,경기,오산시,0,0,2,0,0,"17,420"
3959,경기,하남시,0,0,2,0,0,"69,686"
3960,경기,용인시,0,0,2,0,0,"7,766"
3961,경기,파주시,0,0,2,0,0,"6,619"
3962,경기,파주시,0,0,2,0,0,"5,335"
3963,경기,파주시,0,0,2,0,0,"1,588"
3964,경기,파주시,0,0,2,0,0,"41,198"
3965,경기,파주시,0,0,2,0,0,"13,320"
3966,경기,파주시,0,0,2,0,0,"15,824"
3967,경기,하남시,0,0,2,0,0,"15,059"
3968,경기,이천시,0,0,2,0,0,"37,711"
3969,경기,화성시,0,0,2,0,0,"37,196"
3970,경기,이천시,0,0,2,0,0,"10,253"
3971,경기,안산시,0,0,2,0,0,"34,080"
3972,경기,양주시,0,0,2,0,0,"5,502"
3973,경기,고양시,0,0,2,0,0,"38,416"
3974,서울,강남구,0,0,2,0,0,"12,078"
3975,서울,강동구,0,0,2,0,0,"57,298"
3976,서울,금천구,0,0,2,0,0,"27,479"
3977,서울,도봉구,0,0,2,0,0,"5,857"
3978,서울,도봉구,0,0,2,0,0,"52,469"
3979,서울,성동구,0,0,2,0,0,"17,701"
3980,서울,동대문구,0,0,2,0,0,"27,740"
3981,서울,영등포구,0,2,0,0,0,"35,258"
3982,서울,광진구,0,2,0,0,0,"66,067"
3983,서울,은평구,0,0,2,0,0,"8,292"
3984,서울,종로구,0,0,2,0,0,"28,101"
3985,서울,양천구,0,0,2,0,0,"43,238"
3986,서울,성동구,0,0,2,0,0,"26,693"
3987,인천,계양구,0,0,2,0,0,"31,149"
3988,인천,부평구,0,0,2,0,0,"55,643"
3989,인천,서구,0,0,2,0,0,"9,360"
3990,인천,서구,0,0,2,0,0,"39,758"
3991,인천,서구,0,0,2,0,0,"19,292"
3992,인천,연수구,0,0,2,0,0,"40,398"
3993,인천,연수구,0,0,2,0,0,"53,624"
3994,인천,옹진군,0,0,2,0,0,"4,770"
3995,인천,남동구,0,0,2,0,0,"74,554"
3996,인천,남동구,0,0,2,0,0,"21,559"
3997,강원,고성군,0,1,2,0,0,"5,386"
3998,강원,인제군,0,1,2,0,0,"5,423"
3999,경기,안성시,0,1,2,0,0,"259,422"
4000,경기,양주시,0,1,2,0,0,"59,036"
4001,경기,양주시,0,1,2,0,0,"45,728"
4002,경기,파주시,0,1,2,0,0,"43,169"
4003,인천,계양구,0,1,2,0,0,"24,515"
4004,경기,고양시,0,2,2,0,0,"192,615"
4005,경기,부천시,0,0,4,0,0,"69,596"
4006,경기,수원시,0,0,4,0,0,"52,485"
4007,경기,안산시,0,0,4,0,0,"43,641"
4008,경기,하남시,0,0,4,0,0,"13,024"
4009,서울,마포구,0,0,4,0,0,"55,129"
4010,서울,중구,0,0,4,0,0,"9,460"
4011,서울,성동구,0,0,4,0,0,"43,358"
4012,인천,서구,0,0,4,0,0,"84,383"
4013,인천,남동구,0,0,2,0,0,"23,595"
4014,인천,남동구,0,0,2,0,0,"12,523"
4015,인천,남동구,0,0,2,0,0,"30,077"
4016,인천,중구,0,0,2,0,0,"61,132"
4017,인천,서구,0,0,2,0,0,"46,053"
4018,인천,서구,0,0,2,0,0,"24,351"
4019,경남,거제시,0,1,0,0,0,"10,428"
4020,경남,거제시,0,1,0,0,0,"20,931"
4021,경남,거제시,0,1,0,0,0,"27,213"
4022,경남,거제시,0,1,0,0,0,"13,377"
4023,경남,거제시,0,1,0,0,0,"24,285"
4024,경남,거창군,0,1,0,0,0,"12,288"
4025,경남,거창군,0,1,0,0,0,"7,615"
4026,경남,거창군,0,1,0,0,0,"12,837"
4027,경남,고성군,0,1,0,0,0,"32,737"
4028,경남,고성군,0,1,0,0,0,"20,869"
4029,경남,김해시,0,1,0,0,0,"21,338"
4030,경남,김해시,0,1,0,0,0,"17,731"
4031,경남,밀양시,0,1,0,0,0,"26,123"
4032,경남,사천시,0,1,0,0,0,"26,172"
4033,경남,사천시,0,1,0,0,0,"46,829"
4034,경남,사천시,0,1,0,0,0,"50,224"
4035,경남,산청군,0,1,0,0,0,"3,443"
4036,경남,양산시,0,1,0,0,0,"12,121"
4037,경남,의령군,0,1,0,0,0,"1,895"
4038,경남,진주시,0,1,0,0,0,"21,241"
4039,경남,진주시,0,1,0,0,0,"125,122"
4040,경남,진주시,0,1,0,0,0,"64,098"
4041,경남,창녕군,0,1,0,0,0,"33,992"
4042,경남,함안군,0,1,0,0,0,"11,401"
4043,경남,함안군,0,1,0,0,0,"20,603"
4044,경남,함안군,0,1,0,0,0,"102,056"
4045,경남,함양군,0,1,0,0,0,"3,340"
4046,경남,함양군,0,1,0,0,0,"2,005"
4047,경남,함양군,0,1,0,0,0,"28,795"
4048,경남,합천군,0,1,0,0,0,"8,958"
4049,경남,함안군,0,1,0,0,0,"14,373"
4050,경북,경산시,0,1,0,0,0,"55,080"
4051,경북,경산시,0,1,0,0,0,"59,695"
4052,경북,경산시,0,1,0,0,0,"49,101"
4053,경북,경산시,0,1,0,0,0,"85,812"
4054,경북,경산시,0,1,0,0,0,"86,181"
4055,경북,경주시,0,1,0,0,0,"42,653"
4056,경북,경주시,0,1,0,0,0,"66,908"
4057,경북,경주시,0,1,0,0,0,"37,859"
4058,경북,경주시,0,1,0,0,0,"22,438"
4059,경북,경주시,0,1,0,0,0,"21,545"
4060,경북,경주시,0,1,0,0,0,"16,131"
4061,경북,고령군,0,1,0,0,0,"13,610"
4062,경북,고령군,0,1,0,0,0,"34,242"
4063,경북,고령군,0,1,0,0,0,"22,876"
4064,경북,구미시,0,1,0,0,0,"168,202"
4065,경북,군위군,0,1,0,0,0,"3,343"
4066,경북,문경시,0,1,0,0,0,"13,285"
4067,경북,상주시,0,1,0,0,0,"143,745"
4068,경북,성주군,0,1,0,0,0,"32,015"
4069,경북,성주군,0,1,0,0,0,"42,892"
4070,경북,안동시,0,1,0,0,0,"103,723"
4071,경북,안동시,0,1,0,0,0,"108,312"
4072,경북,영덕군,0,1,0,0,0,"26,031"
4073,경북,영덕군,0,1,0,0,0,"21,284"
4074,경북,영주시,0,1,0,0,0,596
4075,경북,영천시,0,1,0,0,0,"18,604"
4076,경북,영천시,0,1,0,0,0,"32,416"
4077,경북,영천시,0,1,0,0,0,"9,593"
4078,경북,영천시,0,1,0,0,0,"87,727"
4079,경북,칠곡군,0,1,0,0,0,"16,860"
4080,경북,칠곡군,0,1,0,0,0,"100,936"
4081,경북,포항시,0,1,0,0,0,"36,029"
4082,경북,경주시,0,1,0,0,0,"43,191"
4083,경북,경주시,0,1,0,0,0,"23,085"
4084,경북,구미시,0,1,0,0,0,"20,804"
4085,경북,구미시,0,1,0,0,0,"66,610"
4086,경북,구미시,0,1,0,0,0,"43,965"
4087,경북,성주군,0,1,0,0,0,"19,140"
4088,대구,북구,0,1,0,0,0,"30,392"
4089,대구,북구,0,1,0,0,0,"44,482"
4090,대구,북구,0,1,0,0,0,"16,035"
4091,대구,북구,0,1,0,0,0,"24,648"
4092,대구,서구,0,1,0,0,0,"48,072"
4093,대구,남구,0,1,0,0,0,"45,720"
4094,대구,달서구,0,1,0,0,0,"59,825"
4095,대구,달성군,0,1,0,0,0,"1,635"
4096,대구,동구,0,1,0,0,0,"24,186"
4097,부산,북구,0,1,0,0,0,"20,595"
4098,부산,북구,0,1,0,0,0,"32,673"
4099,부산,사상구,0,1,0,0,0,"14,102"
4100,부산,사하구,0,1,0,0,0,"13,630"
4101,부산,부산진구,0,1,0,0,0,"23,089"
4102,부산,강서구,0,1,0,0,0,"39,790"
4103,부산,기장군,0,1,0,0,0,"34,915"
4104,부산,기장군,0,1,0,0,0,"8,628"
4105,부산,기장군,0,1,0,0,0,"36,234"
4106,부산,기장군,0,1,0,0,0,"33,996"
4107,부산,북구,0,1,0,0,0,"31,215"
4108,울산,남구,0,1,0,0,0,"17,516"
4109,울산,남구,0,1,0,0,0,"20,155"
4110,울산,동구,0,1,0,0,0,"17,923"
4111,울산,동구,0,1,0,0,0,"6,782"
4112,울산,울주군,0,1,0,0,0,"15,142"
4113,울산,울주군,0,1,0,0,0,"21,998"
4114,울산,울주군,0,1,0,0,0,"4,605"
4115,울산,남구,0,1,0,0,0,"2,530"
4116,울산,중구,0,1,0,0,0,"15,481"
4117,울산,중구,0,1,0,0,0,"19,655"
4118,경북,문경시,0,2,0,0,0,"61,441"
4119,충북,청주시,0,2,0,0,0,"11,172"
4120,충북,청주시,0,2,0,0,0,"35,508"
4121,경남,거창군,0,0,2,0,0,"12,720"
4122,경남,고성군,0,0,2,0,0,"11,975"
4123,경남,김해시,0,0,2,0,0,"42,185"
4124,경남,남해군,0,0,2,0,0,"6,816"
4125,경남,남해군,0,0,2,0,0,"14,588"
4126,경남,남해군,0,0,2,0,0,"15,803"
4127,경남,밀양시,0,0,2,0,0,"25,618"
4128,경남,밀양시,0,0,2,0,0,"7,840"
4129,경남,밀양시,0,0,2,0,0,"11,947"
4130,경남,밀양시,0,0,2,0,0,"11,023"
4131,경남,사천시,0,0,2,0,0,"14,086"
4132,경남,양산시,0,0,2,0,0,"43,714"
4133,경남,의령군,0,0,2,0,0,"14,222"
4134,경남,진주시,0,0,2,0,0,"29,810"
4135,경남,창원시,0,0,2,0,0,"31,600"
4136,경남,함안군,0,0,2,0,0,"8,117"
4137,경남,함안군,0,0,2,0,0,"10,491"
4138,경북,안동시,0,0,2,0,0,"25,398"
4139,경북,경주시,0,0,2,0,0,"11,999"
4140,경북,경주시,0,0,2,0,0,"6,813"
4141,경북,경주시,0,0,2,0,0,"31,988"
4142,경북,고령군,0,0,2,0,0,"4,422"
4143,경북,고령군,0,0,2,0,0,"9,204"
4144,경북,고령군,0,0,2,0,0,"21,059"
4145,경북,구미시,0,0,2,0,0,"26,237"
4146,경북,군위군,0,0,2,0,0,"80,437"
4147,경북,군위군,0,0,2,0,0,"29,502"
4148,경북,김천시,0,0,2,0,0,"8,413"
4149,경북,김천시,0,0,2,0,0,"28,904"
4150,경북,봉화군,0,0,2,0,0,"16,801"
4151,경북,상주시,0,0,2,0,0,"4,457"
4152,경북,상주시,0,0,2,0,0,"9,312"
4153,경북,영덕군,0,0,2,0,0,"34,195"
4154,경북,예천군,0,0,2,0,0,"54,216"
4155,경북,예천군,0,0,2,0,0,"19,484"
4156,경북,예천군,0,0,2,0,0,"5,273"
4157,경북,울진군,0,0,2,0,0,"47,589"
4158,경북,울진군,0,0,2,0,0,"9,416"
4159,경북,울진군,0,0,2,0,0,"19,312"
4160,경북,의성군,0,0,2,0,0,"34,249"
4161,경북,청송군,0,0,2,0,0,"13,528"
4162,경북,포항시,0,0,2,0,0,"17,715"
4163,경북,포항시,0,0,2,0,0,"44,403"
4164,경북,포항시,0,0,2,0,0,"32,867"
4165,경북,포항시,0,0,2,0,0,"54,608"
4166,경북,경주시,0,0,2,0,0,"21,371"
4167,경북,성주군,0,0,2,0,0,"15,715"
4168,경북,군위군,0,0,2,0,0,"107,211"
4169,경북,포항시,0,0,2,0,0,"15,193"
4170,경북,포항시,0,0,2,0,0,"81,942"
4171,대구,달서구,0,0,2,0,0,"40,018"
4172,대구,달서구,0,0,2,0,0,"21,328"
4173,대구,달성군,0,0,2,0,0,"76,331"
4174,대구,달성군,0,0,2,0,0,"71,522"
4175,대구,동구,0,0,2,0,0,"6,226"
4176,대구,동구,0,0,2,0,0,"46,531"
4177,대구,북구,0,0,2,0,0,"34,878"
4178,대구,달성군,0,0,2,0,0,"10,492"
4179,대구,달성군,0,0,2,0,0,"1,152"
4180,대구,달성군,0,0,2,0,0,"49,652"
4181,대구,북구,0,0,2,0,0,"52,842"
4182,대구,달성군,0,0,2,0,0,"74,805"
4183,부산,영도구,0,0,2,0,0,"14,586"
4184,부산,기장군,0,0,2,0,0,"47,888"
4185,부산,기장군,0,0,2,0,0,"51,139"
4186,울산,남구,0,0,2,0,0,"21,677"
4187,울산,동구,0,0,2,0,0,"17,839"
4188,울산,북구,0,0,2,0,0,"9,879"
4189,울산,북구,0,0,2,0,0,"39,461"
4190,울산,중구,0,0,2,0,0,"11,125"
4191,울산,중구,0,0,2,0,0,"13,891"
4192,울산,중구,0,0,2,0,0,"24,973"
4193,울산,중구,0,0,2,0,0,"32,154"
4194,울산,남구,0,0,2,0,0,"9,270"
4195,충북,단양군,0,0,2,0,0,"9,743"
4196,충북,영동군,0,0,2,0,0,"16,590"
4197,충북,영동군,0,0,2,0,0,"5,265"
4198,충북,영동군,0,0,2,0,0,"7,785"
4199,충북,옥천군,0,0,2,0,0,"56,142"
4200,충북,진천군,0,0,2,0,0,"24,022"
4201,충북,증평군,0,0,2,0,0,"4,302"
4202,충북,청주시,0,0,2,0,0,"62,895"
4203,충북,청주시,0,0,2,0,0,"110,948"
4204,충북,청주시,0,0,2,0,0,"45,729"
4205,충북,청주시,0,0,2,0,0,"14,944"
4206,충북,청주시,0,0,2,0,0,"76,888"
4207,충북,충주시,0,0,2,0,0,"20,184"
4208,충북,충주시,0,0,2,0,0,"41,492"
4209,경남,창녕군,0,1,2,0,0,"22,947"
4210,경남,창원시,0,1,2,0,0,"13,735"
4211,경남,하동군,0,1,2,0,0,"6,210"
4212,경북,경주시,0,1,2,0,0,"18,643"
4213,경북,구미시,0,1,2,0,0,"105,340"
4214,부산,수영구,0,1,2,0,0,"52,735"
4215,부산,기장군,0,1,2,0,0,"19,116"
4216,울산,울주군,0,1,2,0,0,"43,630"
4217,충북,영동군,0,1,2,0,0,"35,958"
4218,충북,청주시,0,1,2,0,0,"16,818"
4219,경북,문경시,0,0,4,0,0,"27,838"
