시구,설치장소,주소,급속충전기(대),완속충전기(대),지원차종
서울특별시,꿈의숲대명루첸 아파트,서울특별시 성북구 장위동 317,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,대림 샹그레빌,서울특별시 성북구 하월곡동 224,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,돈암더샵아파트,서울특별시 성북구 돈암동 603,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,돈암일신건영휴먼빌 아파트,서울특별시 성북구 돈암동 524,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,돈암현대,서울특별시 성북구 돈암동 1-3,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,동일하이빌뉴시티 아파트,서울특별시 성북구 하월곡동 88-387,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,래미안아트리지,서울특별시 성북구 석관동 410,0 ,10 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,보문하우스토리,서울특별시 성북구 보문동4가 116,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,브라운스톤돈암아파트,서울특별시 성북구 돈암동 636,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,삼선 SK뷰 아파트,서울특별시 성북구 삼선동3가 116,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,삼선푸르지오 아파트,서울특별시 성북구 삼선동2가 425,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,삼선힐스테이트,서울특별시 성북구 삼선동2가 294-8,0 ,3 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
서울특별시,석관두산 아파트,서울특별시 성북구 석관동 10,2 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,성북동아에코빌아파트,서울특별시 성북구 상월곡동 101,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,정릉2차 e편한세상 아파트,서울특별시 성북구 정릉동 1035,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,정릉e편한세상 아파트,서울특별시 성북구 정릉동 1028,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,정릉풍림아이원,서울특별시 성북구 정릉동 239,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,종암삼성래미안,서울특별시 성북구 종암동 80,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,한신휴아파트,서울특별시 성북구 동소문동7가 23,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,현대백화점 미아점,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",4 ,0 ,"SM3 Z.E,테슬라"
서울특별시,가락2동 주민센터,서울특별시 송파구 가락동 154,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,가락시장,서울특별시 송파구 양재대로 932,3 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,가락쌍용1차 아파트,서울특별시 송파구 가락동 동남로 193,2 ,4 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,가락우성2차 아파트,서울특별시 송파구 가락동 중대로12길 35,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,갤러리아팰리스,서울특별시 송파구 잠실동 40,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,거여1단지 아파트,서울특별시 송파구 거여동 양산로8길 8,1 ,4 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,거여2동 주민센터,서울특별시 송파구 거여동 195-1,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,거여4단지 아파트,서울특별시 송파구 거여동 양산로4길 8,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,거여5단지 아파트,서울특별시 송파구 거여동 양산로4길 16,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,더샵스타리버 아파트,서울특별시 송파구 올림픽로35길 93,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,레이크팰리스,서울특별시 송파구 잠실동 잠실로 88,2 ,6 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,리센츠 아파트,서울특별시 송파구 올림픽로 135,2 ,6 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,마천동1공영주차장,서울특별시 송파구 성내천로43길 6,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,문정근린공원 공영주차장,서울특별시 송파구 문정동 38-3,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,문정래미안아파트,서울특별시 송파구 문정동 문정로 83,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,방이동숙소,서울특별시 송파구 오금로 27길 29,0 ,2 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
서울특별시,삼전동 공영주차장,서울특별시 송파구 삼전동 175-8,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파공영주차장,서울특별시 송파구 송파동 128,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,송파구청,서울특별시 송파구 신천동 29-5 송파구청 앞,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파꿈에그린(위례24단지),서울특별시 송파구 장지동 516,2 ,5 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파더센트레,서울특별시 송파구 장지동 879,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파도서관,서울특별시 송파구 오금동 51,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,송파삼성래미안,서울특별시 송파구 송파동 오금로32길 14,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파성원상떼빌,서울특별시 송파구 가락동 송파대로28길 27,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파와이즈더샵,서울특별시 송파구 장지동 위례광장로 270,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파파인타운10단지,서울특별시 송파구 장지동 송파대로8길 20,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파파인타운1단지아파트,서울특별시 송파구 장지동 833,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파파인타운5단지,서울특별시 송파구 장지동 충민로4길 5,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파파인타운6단지 아파트,서울특별시 송파구 충민로6길 14,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파파인타운7단지,서울특별시 송파구 충민로 4길 19,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파파인타운9단지,서울특별시 송파구 송파대로 8길 17,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파파크데일1단지 아파트,서울특별시 송파구 마천동 성내천로37길 37,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파파크데일2단지,서울특별시 송파구 마천동 성내천로47길 38,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,송파현대힐스테이트,서울특별시 송파구 풍납동 풍성로26길 31,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,쌍용스윗닷홈 거여1차 아파트,서울특별시 송파구 거여동 28,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,위례 포레샤인 23단지,서울특별시 송파구 장지동 380-1,2 ,6 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,위례송파푸르지오 아파트,서울특별시 송파구 장지동 위례광장로 185,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,위례스타힐스,서울특별시 송파구 장지동 위례광장로 215,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,잠실롯데캐슬골드 아파트,서울특별시 송파구 신천동 올림픽로 269,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,잠실파크인수,서울특별시 송파구 잠실동 250-5,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,잠실한양3차 아파트,서울특별시 송파구 방이동 양재대로 1089,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,풍납쌍용,서울특별시 송파구 풍납동 올림픽로47길 9,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,한강극동아파트,서울특별시 송파구 풍납동 토성로 38-6,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,한국광고문화회관,서울특별시 송파구 신천동 7-11,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,호수임광아파트,서울특별시 송파구 송파동 송파대로48길 29,0 ,2 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
서울특별시,가로공원 공영주차장,서울특별시 양천구 신월동 263,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,강서수도사업소,서울특별시 양천구 신정동 319-15,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,강서양천지사,서울특별시 양천구 신정동 319-1,1 ,7 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,경창시장 고객주차장,서울특별시 양천구 신월동 446-4,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,등마루 공영주차장,서울특별시 양천구 목동 965-1,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,목4동현대 아파트,서울특별시 양천구 목동 755-1,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,목동 현대하이페리온2아파트,서울특별시 양천구 목동 961,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,목동2차우성아파트,서울특별시 양천구 신정동 337,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,목동삼성쉐르빌1,서울특별시 양천구 신정동 318-10,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,목동트윈빌,서울특별시 양천구 목동 905-22,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,목동힐스테이트아파트,서울특별시 양천구 신정동 중앙로36길 15,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,부영그린타운2차,서울특별시 양천구 목동 908-28,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,서울에너지공사 주차장,서울특별시 양천구 목동 900,4 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신월코아루1단지아파트,서울특별시 양천구 신월동 남부순환로56길 9,0 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신월해주 아파트,서울특별시 양천구 신월동 217-8,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신정뉴타운두산위브아파트,서울특별시 양천구 신월로20길 7,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신정동일하이빌아파트1단지,서울특별시 양천구 신정동 1311,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신정동일하이빌아파트2단지,서울특별시 양천구 신정동 1310,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신정숲속마을아파트,서울특별시 양천구 신정동 1324,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신정이펜하우스 2단지,서울특별시 양천구 신정이펜2로 55,0 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,양천구청 지하주차장,서울특별시 양천구 신정동 321-4,2 ,0 ,"SM3 Z.E,테슬라"
서울특별시,양천벽산블루밍 아파트,서울특별시 양천구 신월동 1026,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,우당 아파트,서울특별시 양천구 신월동 506-1,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,푸른마을2단지,서울특별시 양천구 신정동 1281,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,한국방송광고진흥공사,서울특별시 양천구 목동 923-5,1 ,0 ,"SM3 Z.E,테슬라"
서울특별시,국회의사당,서울특별시 영등포구 여의도동 1,0 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,남서울직할,서울특별시 영등포구 여의도동 21,2 ,8 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,남서울직할(영등포)지사,서울특별시 영등포구 문래동3가 80,1 ,7 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,당산근린지하공영주차장,서울특별시 영등포구 당산동3가 385,2 ,0 ,"SM3 Z.E,테슬라"
서울특별시,당산대우 아파트,서울특별시 영등포구 당산동2가 16-1,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,대림동현대3차 아파트,서울특별시 영등포구 대림동 608-1,1 ,4 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,대림어린이공원 공영주차장,서울특별시 영등포구 대림동 870,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,대림운동장 공영주차장,서울특별시 영등포구 대림동 780,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,롯데캐슬엠파이어,서울특별시 영등포구 여의도동 의사당대로 127,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,문래건영아파트,서울특별시 영등포구 문래동3가 93-1,0 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,문래금호어울림 아파트,서울특별시 영등포구 문래동3가 97,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,문래자이아파트,서울특별시 영등포구 문래동3가 당산로4길 12,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,문래힐스테이트,서울특별시 영등포구 문래동3가 문래로 82,0 ,8 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,바다마을아파트,서울특별시 영등포구 신길동 가마산로 540,0 ,4 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,보라매벚꽃마을아파트,서울특별시 영등포구 신길동 대방천로14길 34,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,서울영등포우체국,서울특별시 영등포구 당산동4가 93-6,2 ,0 ,"SM3 Z.E,테슬라"
서울특별시,신길경남 아파트,서울특별시 영등포구 영등포로 351,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신길뉴타운한화꿈에그린,서울특별시 영등포구 신길동 신길로 119,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,신길삼성래미안,서울특별시 영등포구 신길동 가마산로79길 7,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,양평한신아파트,서울특별시 영등포구 양평동5가 76,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,"여의도KBS (본관,신관)",서울특별시 영등포구 여의도동 18,4 ,0 ,"SM3 Z.E,테슬라"
서울특별시,영등포구민회관,서울특별시 영등포구 당산동3가 3,2 ,0 ,"SM3 Z.E,테슬라"
서울특별시,영등포레미안 아파트,서울특별시 영등포구 신길동 4945,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,영등포아트자이 아파트,서울특별시 영등포구 도림동 도영로 66,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,영등포전력지사,서울특별시 영등포구 경인로 878,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,LG한강자이 아파트,서울특별시 용산구 이촌동 이촌로64길 15,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,국립 중앙 박물관,서울특별시 용산구 용산동6가 11-426,3 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,대우월드마크용산,서울특별시 용산구 한강로1가 64,0 ,5 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,동아그린 아파트,서울특별시 용산구 이촌로 100-8,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,래미안첼리투스,서울특별시 용산구 이촌동 이촌로 300,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,리첸시아 아파트,서울특별시 용산구 백범로 341,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,리첸시아용산B블록,서울특별시 용산구 원효로1가 백범로 341,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,용산더프라임,서울특별시 용산구 원효로1가 원효로90길 11,1 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,용산시티파크1단지,서울특별시 용산구 한강로3가 서빙고로 35,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,용산아크로타워,서울특별시 용산구 문배동 백범로90길 26,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,용산역 아이파크몰,서울특별시 용산구 한강로3가 40-999,10 ,11 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,용산이안 아파트,서울특별시 용산구 문배동 백범로90길 74,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,용산전자상가1 공영주차장,서울특별시 용산구 한강로3가 12,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,용산파크자이아파트,서울특별시 용산구 한강로1가 50-1,0 ,5 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,용산한신 아파트,서울특별시 용산구 용산동2가 녹사평대로 245,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,이안용산프리미어,서울특별시 용산구 문배동 청파로 213,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,전쟁기념관,서울특별시 용산구 이태원로 29,3 ,0 ,"SM3 Z.E,테슬라"
서울특별시,청암자이 아파트,"서울특별시 용산구 삼개로 60 (청암동, 천년명가 청암자이)",1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,파크타워 아파트,서울특별시 용산구 용산동5가 서빙고로 67,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,프라임팰리스,서울특별시 용산구 문배동 백범로90길 38,0 ,1 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,한강대우,서울특별시 용산구 이촌동 이촌로 181,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,한남동현대하이페리온,서울특별시 용산구 한남동 서빙고로 413,0 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,꿈에그린,서울특별시 은평구 진관동 65-31,0 ,2 ,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
서울특별시,서대문은평지사,서울특별시 은평구 통일로 659,1 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,서북병원,서울특별시 은평구 갈현로7길 49,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,은평뉴타운우물골6단지,서울특별시 은평구 진관동 진관2로 57-7,1 ,2 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,은평스카이뷰자이아파트,서울특별시 은평구 진관동 62,0 ,3 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울특별시,은평평화공원 공영주차장,서울특별시 은평구 녹번동 153-1,1 ,0 ,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
