gid,ADM_DR_NM
다사531417,인헌동
다사501407,대학동
다사488412,난곡동
다사488428,신원동
다사494432,신림동
다사497412,삼성동
다사492418,신원동
다사500418,서림동
다사524424,행운동
다사505436,은천동
다사521430,행운동
다사506426,청룡동
다사489431,신사동
다사518424,행운동
다사521435,청림동
다사486402,난향동
다사486430,신사동
다사515433,성현동
다사540420,사당1동
다사501409,대학동
다사488417,난곡동
다사521419,낙성대동
다사541415,남현동
다사522438,청림동
다사470425,조원동
다사493431,신림동
다사491417,난곡동
다사515418,청룡동
다사484430,신사동
다사516419,낙성대동
다사481418,미성동
다사509431,은천동
다사540415,남현동
다사501421,서원동
다사501435,보라매동
다사509422,청룡동
다사539414,남현동
다사480425,미성동
다사479426,조원동
다사486417,난곡동
다사504416,서림동
다사503422,서원동
다사507430,은천동
다사484415,난곡동
다사488427,신원동
다사507412,대학동
다사496422,서원동
다사508421,청룡동
다사518419,낙성대동
다사490418,난곡동
다사523434,사당5동
다사537420,사당1동
다사509437,은천동
다사473425,조원동
다사511422,청룡동
다사485415,난곡동
다사535418,남현동
다사481419,미성동
다사497431,신림동
다사507413,대학동
다사483413,난곡동
다사532417,인헌동
다사494413,삼성동
다사506422,청룡동
다사519425,행운동
다사529413,인헌동
다사506431,은천동
다사534419,사당1동
다사519432,성현동
다사522432,청림동
다사494429,서원동
다사494438,보라매동
다사503424,청룡동
다사514435,성현동
다사499416,서림동
다사540419,남현동
다사498412,대학동
다사501430,은천동
다사507415,서림동
다사488416,난곡동
다사500415,서림동
다사503433,보라매동
다사535419,남현동
다사484417,난곡동
다사488409,난곡동
다사520403,낙성대동
다사488422,미성동
다사498413,대학동
다사507416,서림동
다사521426,행운동
다사492414,난곡동
다사496410,삼성동
다사486431,신사동
다사497435,보라매동
다사520425,행운동
다사538414,남현동
다사489425,신원동
다사489434,신림동
다사491419,난곡동
다사507409,대학동
다사526416,인헌동
다사520434,청림동
다사521423,행운동
다사492429,신사동
다사534418,남현동
다사510427,중앙동
다사485401,난향동
다사483405,난향동
다사496438,보라매동
다사498420,서원동
다사476428,조원동
다사482429,신사동
다사480428,조원동
다사489413,난곡동
다사521417,낙성대동
다사508433,은천동
다사515434,성현동
다사486409,난향동
다사506413,대학동
다사497438,보라매동
다사483404,난향동
다사521410,낙성대동
다사530420,사당4동
다사502409,대학동
다사511430,중앙동
다사477430,신대방1동
다사485412,난곡동
다사506427,은천동
다사502434,보라매동
다사484434,신사동
다사522410,낙성대동
다사515429,중앙동
다사472425,조원동
다사480431,신대방1동
다사523422,행운동
다사495412,삼성동
다사516418,낙성대동
다사517426,행운동
다사490424,신원동
다사505416,서림동
다사498437,보라매동
다사492437,신대방2동
다사498438,상도3동
다사500433,보라매동
다사504421,서림동
다사482423,미성동
다사476426,조원동
다사536416,남현동
다사499436,보라매동
다사490411,난곡동
다사476427,조원동
다사498415,삼성동
다사497405,삼성동
다사505418,서림동
다사514437,성현동
다사506429,은천동
다사483419,미성동
다사496409,삼성동
다사491430,신사동
다사512426,중앙동
다사522419,낙성대동
다사481422,미성동
다사519391,대학동
다사487398,시흥2동
다사539399,남현동
다사532410,인헌동
다사500393,대학동
다사515386,대학동
다사521400,낙성대동
다사507394,대학동
다사505384,대학동
다사515384,대학동
다사497386,대학동
다사501402,대학동
다사505388,대학동
다사520380,대학동
다사537411,남현동
다사546399,남현동
다사507387,대학동
다사525401,낙성대동
다사542402,남현동
다사519378,대학동
다사487424,미성동
다사482412,난곡동
다사492420,신원동
다사535405,남현동
다사524399,낙성대동
다사507392,대학동
다사532404,인헌동
다사478422,독산3동
다사507384,대학동
다사523383,대학동
다사520419,낙성대동
다사516408,대학동
다사508385,대학동
다사511394,대학동
다사512386,대학동
다사518380,대학동
다사532414,인헌동
다사485410,난곡동
다사528391,대학동
다사542410,남현동
다사479431,신대방1동
다사478415,미성동
다사513388,대학동
다사537413,남현동
다사511388,대학동
다사507389,대학동
다사512400,대학동
다사514417,청룡동
다사519412,낙성대동
다사517416,낙성대동
다사504385,대학동
다사503437,보라매동
다사532402,남현동
다사525381,대학동
다사501424,서원동
다사501397,삼성동
다사520399,대학동
다사522413,낙성대동
다사489409,난곡동
다사501405,대학동
다사534420,사당1동
다사493402,삼성동
다사481433,신대방1동
다사527404,낙성대동
다사499395,삼성동
다사514398,대학동
다사505383,대학동
다사517407,대학동
다사519382,대학동
다사479421,독산3동
다사507390,대학동
다사527395,대학동
다사511387,대학동
다사540413,남현동
다사504393,대학동
다사512398,대학동
다사512388,대학동
다사517379,대학동
다사519416,낙성대동
다사523393,대학동
다사528394,대학동
다사521384,대학동
다사468424,구로3동
다사484411,난곡동
다사533398,남현동
다사498396,삼성동
다사502403,대학동
다사495417,삼성동
다사502399,삼성동
다사498400,삼성동
다사505379,대학동
다사523398,낙성대동
다사509411,대학동
다사482408,난향동
다사502401,삼성동
다사489404,난향동
다사540400,남현동
다사488426,신원동
다사509393,대학동
다사514413,서림동
다사505394,대학동
다사515417,청룡동
다사528403,낙성대동
다사524405,낙성대동
다사502379,대학동
다사468423,구로3동
다사521415,낙성대동
다사527410,인헌동
다사513386,대학동
다사491395,삼성동
다사493393,시흥2동
다사484401,난향동
다사525391,대학동
다사534399,남현동
다사542401,남현동
다사505396,대학동
다사481409,미성동
다사490423,신원동
다사508405,대학동
다사525399,낙성대동
다사512393,대학동
다사483402,난향동
다사481411,미성동
다사540412,남현동
다사513420,청룡동
다사507386,대학동
다사493417,난곡동
다사530390,대학동
다사508389,대학동
다사492415,난곡동
다사526401,낙성대동
다사528401,낙성대동
다사493398,삼성동
다사515397,대학동
다사504402,대학동
다사530421,사당4동
다사526391,대학동
다사503398,대학동
다사509378,대학동
다사523400,낙성대동
다사526385,대학동
다사513397,대학동
다사487406,난향동
다사489407,난향동
다사514378,대학동
다사512407,대학동
다사522408,낙성대동
다사518384,대학동
다사525380,대학동
다사492398,삼성동
다사515408,대학동
다사513387,대학동
다사521391,대학동
다사508380,대학동
다사503399,대학동
다사525389,대학동
다사494418,신원동
다사500397,삼성동
다사510393,대학동
다사538412,남현동
다사545407,남현동
다사499405,삼성동
다사540408,남현동
다사513438,상도1동
다사526383,대학동
다사529409,인헌동
다사535402,남현동
다사525388,대학동
다사519397,대학동
다사497397,삼성동
다사526407,낙성대동
다사547399,남현동
다사513378,대학동
다사495393,삼성동
다사495394,삼성동
다사529394,남현동
다사528423,사당4동
다사481399,시흥4동
다사488399,난향동
다사505404,대학동
다사519409,낙성대동
다사514401,대학동
다사544413,남현동
다사486399,시흥2동
다사503400,대학동
다사513400,대학동
다사522405,낙성대동
다사523407,낙성대동
다사512395,대학동
다사485424,미성동
다사502389,대학동
다사520401,낙성대동
다사513412,서림동
다사511396,대학동
다사504391,대학동
다사511380,대학동
다사533393,남현동
다사517378,대학동
다사518394,대학동
다사507407,대학동
다사530406,인헌동
다사483414,난곡동
다사482415,난곡동
다사481403,시흥4동
다사509402,대학동
다사510386,대학동
다사538398,남현동
다사517386,대학동
다사504389,대학동
다사521407,낙성대동
다사480406,시흥4동
다사497398,삼성동
다사502394,대학동
다사543415,남현동
다사507405,대학동
다사505399,대학동
다사510417,서림동
다사515395,대학동
다사527394,대학동
다사505403,대학동
다사488424,미성동
다사488407,난향동
다사513390,대학동
다사528393,대학동
다사517387,대학동
다사509397,대학동
다사537412,남현동
다사493396,삼성동
다사481413,미성동
다사494399,삼성동
다사537404,남현동
다사491397,삼성동
다사510418,청룡동
다사521379,대학동
다사492402,삼성동
다사527397,낙성대동
다사509390,대학동
다사534395,남현동
다사512392,대학동
다사522401,낙성대동
다사483401,난향동
다사530394,남현동
다사500402,삼성동
다사480415,미성동
다사491408,삼성동
다사509389,대학동
다사518386,대학동
다사501387,대학동
다사524409,낙성대동
다사520394,대학동
다사497392,삼성동
다사532407,인헌동
다사533404,남현동
다사503379,대학동
다사509385,대학동
다사521402,낙성대동
다사532392,남현동
다사547408,남현동
다사490403,난향동
다사505387,대학동
다사512403,대학동
다사500386,대학동
다사498387,대학동
다사531399,남현동
다사524398,낙성대동
다사502396,대학동
다사515389,대학동
다사507388,대학동
다사501399,삼성동
다사487436,신대방2동
다사514414,서림동
다사533399,남현동
다사499393,삼성동
다사542397,남현동
다사540402,남현동
다사532396,남현동
다사529389,대학동
다사508377,대학동
다사508414,서림동
다사544406,남현동
다사502423,서원동
다사499389,대학동
다사482409,난향동
다사509409,대학동
다사517405,대학동
다사522389,대학동
다사494410,삼성동
다사538406,남현동
다사526393,대학동
다사517412,낙성대동
다사502424,서원동
다사509418,청룡동
다사509410,대학동
다사491398,삼성동
