,동별,연료별,등록 자동차 수
90,서울특별시 노원구 하계1동,전기,2
91,서울특별시 노원구 하계2동,전기,1
92,서울특별시 도봉구 도봉2동,전기,1
93,서울특별시 도봉구 방학1동,전기,6
94,서울특별시 도봉구 방학2동,전기,2
95,서울특별시 도봉구 방학3동,전기,1
96,서울특별시 도봉구 쌍문1동,전기,3
97,서울특별시 도봉구 쌍문2동,전기,2
98,서울특별시 도봉구 쌍문3동,전기,2
99,서울특별시 도봉구 쌍문4동,전기,1
100,서울특별시 도봉구 창1동,전기,1
101,서울특별시 도봉구 창3동,전기,1
102,서울특별시 도봉구 창5동,전기,2
103,서울특별시 동대문구 답십리2동,전기,1
104,서울특별시 동대문구 용신동,전기,4
105,서울특별시 동대문구 장안1동,전기,2
106,서울특별시 동대문구 장안2동,전기,1
107,서울특별시 동대문구 전농1동,전기,3
108,서울특별시 동대문구 전농2동,전기,2
109,서울특별시 동대문구 제기동,전기,1
110,서울특별시 동대문구 청량리동,전기,5
111,서울특별시 동대문구 휘경1동,전기,2
112,서울특별시 동대문구 휘경2동,전기,1
113,서울특별시 동작구 노량진1동,전기,2
114,서울특별시 동작구 대방동,전기,1
115,서울특별시 동작구 사당1동,전기,3
116,서울특별시 동작구 사당2동,전기,2
117,서울특별시 동작구 사당3동,전기,2
118,서울특별시 동작구 사당4동,전기,1
119,서울특별시 동작구 사당5동,전기,3
120,서울특별시 동작구 상도1동,전기,4
121,서울특별시 동작구 상도2동,전기,1
122,서울특별시 동작구 상도4동,전기,1
123,서울특별시 동작구 신대방1동,전기,1
124,서울특별시 동작구 신대방2동,전기,5
125,서울특별시 동작구 흑석동,전기,2
126,서울특별시 마포구 공덕동,전기,9
127,서울특별시 마포구 도화동,전기,4
128,서울특별시 마포구 망원1동,전기,1
129,서울특별시 마포구 망원2동,전기,2
130,서울특별시 마포구 상암동,전기,283
131,서울특별시 마포구 서강동,전기,2
132,서울특별시 마포구 서교동,전기,4
133,서울특별시 마포구 성산1동,전기,3
134,서울특별시 마포구 성산2동,전기,3
135,서울특별시 마포구 신수동,전기,2
136,서울특별시 마포구 아현동,전기,7
137,서울특별시 마포구 연남동,전기,2
138,서울특별시 마포구 용강동,전기,1
139,서울특별시 마포구 합정동,전기,4
140,서울특별시 서대문구 남가좌1동,전기,1
141,서울특별시 서대문구 북가좌1동,전기,1
142,서울특별시 서대문구 북가좌2동,전기,1
143,서울특별시 서대문구 북아현동,전기,1
144,서울특별시 서대문구 신촌동,전기,1
145,서울특별시 서대문구 연희동,전기,3
146,서울특별시 서대문구 충현동,전기,4
147,서울특별시 서대문구 홍제1동,전기,1
148,서울특별시 서초구 내곡동,전기,6
149,서울특별시 서초구 반포1동,전기,1
150,서울특별시 서초구 반포2동,전기,1
151,서울특별시 서초구 반포3동,전기,1
152,서울특별시 서초구 반포4동,전기,6
153,서울특별시 서초구 반포본동,전기,3
154,서울특별시 서초구 방배2동,전기,1
155,서울특별시 서초구 방배3동,전기,3
156,서울특별시 서초구 방배4동,전기,4
157,서울특별시 서초구 방배본동,전기,2
158,서울특별시 서초구 서초1동,전기,14
159,서울특별시 서초구 서초2동,전기,8
160,서울특별시 서초구 서초3동,전기,4
161,서울특별시 서초구 서초4동,전기,1
162,서울특별시 서초구 양재1동,전기,38
163,서울특별시 서초구 양재2동,전기,6
164,서울특별시 서초구 잠원동,전기,4
165,서울특별시 성동구 금호2.3가동,전기,1
166,서울특별시 성동구 마장동,전기,5
167,서울특별시 성동구 사근동,전기,1
168,서울특별시 성동구 성수1가1동,전기,20
169,서울특별시 성동구 성수1가2동,전기,1
170,서울특별시 성동구 성수2가3동,전기,1
171,서울특별시 성동구 왕십리2동,전기,1
172,서울특별시 성동구 용답동,전기,1
173,서울특별시 성동구 응봉동,전기,1
174,서울특별시 성동구 행당1동,전기,4
175,서울특별시 성동구 행당2동,전기,1
176,서울특별시 성북구 길음1동,전기,2
177,서울특별시 성북구 길음2동,전기,2
178,서울특별시 성북구 보문동,전기,1
179,서울특별시 성북구 삼선동,전기,3
180,서울특별시 성북구 성북동,전기,3
181,서울특별시 성북구 안암동,전기,1
182,서울특별시 성북구 월곡1동,전기,4
183,서울특별시 성북구 장위1동,전기,2
184,서울특별시 성북구 장위2동,전기,1
185,서울특별시 성북구 정릉1동,전기,2
186,서울특별시 성북구 정릉3동,전기,2
187,서울특별시 성북구 종암동,전기,1
188,서울특별시 송파구 가락2동,전기,2
189,서울특별시 송파구 가락본동,전기,1
190,서울특별시 송파구 거여1동,전기,2
191,서울특별시 송파구 거여2동,전기,1
192,서울특별시 송파구 마천1동,전기,2
193,서울특별시 송파구 마천2동,전기,1
194,서울특별시 송파구 문정1동,전기,2
195,서울특별시 송파구 문정2동,전기,2
196,서울특별시 송파구 방이1동,전기,6
197,서울특별시 송파구 방이2동,전기,2
198,서울특별시 송파구 삼전동,전기,1
199,서울특별시 송파구 석촌동,전기,1
200,서울특별시 송파구 송파2동,전기,1
201,서울특별시 송파구 오금동,전기,2
202,서울특별시 송파구 오륜동,전기,1
203,서울특별시 송파구 위례동,전기,3
204,서울특별시 송파구 잠실2동,전기,1
205,서울특별시 송파구 잠실3동,전기,1
206,서울특별시 송파구 잠실4동,전기,1
207,서울특별시 송파구 잠실6동,전기,3
208,서울특별시 송파구 잠실본동,전기,3
209,서울특별시 송파구 장지동,전기,3
210,서울특별시 송파구 풍납1동,전기,1
211,서울특별시 송파구 풍납2동,전기,2
212,서울특별시 양천구 목1동,전기,40
213,서울특별시 양천구 목2동,전기,3
214,서울특별시 양천구 목5동,전기,2
215,서울특별시 양천구 신월1동,전기,1
216,서울특별시 양천구 신월2동,전기,4
217,서울특별시 양천구 신월3동,전기,1
218,서울특별시 양천구 신월4동,전기,1
219,서울특별시 양천구 신월5동,전기,1
220,서울특별시 양천구 신월6동,전기,2
221,서울특별시 양천구 신월7동,전기,8
222,서울특별시 양천구 신정1동,전기,1
223,서울특별시 양천구 신정2동,전기,6
224,서울특별시 양천구 신정3동,전기,1
225,서울특별시 양천구 신정4동,전기,3
226,서울특별시 양천구 신정7동,전기,2
227,서울특별시 영등포구 당산1동,전기,9
228,서울특별시 영등포구 당산2동,전기,4
229,서울특별시 영등포구 문래동,전기,1
230,서울특별시 영등포구 신길4동,전기,1
231,서울특별시 영등포구 신길5동,전기,1
232,서울특별시 영등포구 여의동,전기,77
233,서울특별시 영등포구 영등포동,전기,2
234,서울특별시 용산구 남영동,전기,3
235,서울특별시 용산구 원효로1동,전기,1
236,서울특별시 용산구 원효로2동,전기,8
237,서울특별시 용산구 이촌1동,전기,3
238,서울특별시 용산구 이태원1동,전기,2
239,서울특별시 용산구 이태원2동,전기,1
240,서울특별시 용산구 한강로동,전기,33
241,서울특별시 용산구 한남동,전기,6
242,서울특별시 용산구 후암동,전기,1
243,서울특별시 은평구 갈현1동,전기,2
244,서울특별시 은평구 구산동,전기,1
245,서울특별시 은평구 녹번동,전기,7
246,서울특별시 은평구 불광1동,전기,1
247,서울특별시 은평구 신사1동,전기,2
248,서울특별시 은평구 신사2동,전기,1
249,서울특별시 은평구 역촌동,전기,4
250,서울특별시 은평구 응암2동,전기,1
251,서울특별시 은평구 응암3동,전기,1
252,서울특별시 은평구 진관동,전기,9
253,서울특별시 종로구 가회동,전기,2
254,서울특별시 종로구 부암동,전기,1
255,서울특별시 종로구 사직동,전기,6
256,서울특별시 종로구 삼청동,전기,1
257,서울특별시 종로구 이화동,전기,2
258,서울특별시 종로구 종로1.2.3.4가동,전기,15
259,서울특별시 종로구 종로5.6가동,전기,3
260,서울특별시 종로구 청운효자동,전기,1
261,서울특별시 종로구 평창동,전기,5
262,서울특별시 종로구 혜화동,전기,1
263,서울특별시 중구 광희동,전기,2
264,서울특별시 중구 다산동,전기,1
265,서울특별시 중구 명동,전기,33
266,서울특별시 중구 소공동,전기,2
267,서울특별시 중구 신당동,전기,2
268,서울특별시 중구 약수동,전기,2
269,서울특별시 중구 장충동,전기,6
270,서울특별시 중구 중림동,전기,2
271,서울특별시 중구 청구동,전기,2
272,서울특별시 중구 필동,전기,55
273,서울특별시 중구 회현동,전기,7
274,서울특별시 중랑구 망우3동,전기,1
275,서울특별시 중랑구 면목2동,전기,1
276,서울특별시 중랑구 면목4동,전기,10
277,서울특별시 중랑구 묵1동,전기,3
278,서울특별시 중랑구 묵2동,전기,1
279,서울특별시 중랑구 상봉1동,전기,3
280,서울특별시 중랑구 상봉2동,전기,1
281,서울특별시 중랑구 신내1동,전기,3
282,서울특별시 중랑구 신내2동,전기,4
283,서울특별시 중랑구 중화1동,전기,2
