,동별,연료별,등록 자동차 수
95,서울특별시 구로구 개봉2동,전기,1
96,서울특별시 구로구 개봉3동,전기,2
97,서울특별시 구로구 고척1동,전기,4
98,서울특별시 구로구 고척2동,전기,1
99,서울특별시 구로구 구로1동,전기,5
100,서울특별시 구로구 구로2동,전기,19
101,서울특별시 구로구 구로3동,전기,5
102,서울특별시 구로구 구로4동,전기,3
103,서울특별시 구로구 구로5동,전기,7
104,서울특별시 구로구 수궁동,전기,6
105,서울특별시 구로구 신도림동,전기,3
106,서울특별시 구로구 오류2동,전기,3
107,서울특별시 금천구 가산동,전기,67
108,서울특별시 금천구 독산1동,전기,5
109,서울특별시 금천구 독산2동,전기,1
110,서울특별시 금천구 독산3동,전기,1
111,서울특별시 금천구 시흥1동,전기,13
112,서울특별시 금천구 시흥2동,전기,5
113,서울특별시 금천구 시흥3동,전기,3
114,서울특별시 금천구 시흥5동,전기,2
115,서울특별시 노원구 공릉1동,전기,6
116,서울특별시 노원구 공릉2동,전기,7
117,서울특별시 노원구 상계10동,전기,1
118,서울특별시 노원구 상계1동,전기,8
119,서울특별시 노원구 상계2동,전기,13
120,서울특별시 노원구 상계3.4동,전기,5
121,서울특별시 노원구 상계5동,전기,4
122,서울특별시 노원구 상계6.7동,전기,11
123,서울특별시 노원구 상계8동,전기,4
124,서울특별시 노원구 상계9동,전기,1
125,서울특별시 노원구 월계1동,전기,1
126,서울특별시 노원구 월계2동,전기,3
127,서울특별시 노원구 월계3동,전기,1
128,서울특별시 노원구 중계1동,전기,5
129,서울특별시 노원구 중계2.3동,전기,1
130,서울특별시 노원구 중계4동,전기,7
131,서울특별시 노원구 하계1동,전기,3
132,서울특별시 노원구 하계2동,전기,2
133,서울특별시 도봉구 도봉2동,전기,2
134,서울특별시 도봉구 방학1동,전기,28
135,서울특별시 도봉구 방학2동,전기,1
136,서울특별시 도봉구 방학3동,전기,1
137,서울특별시 도봉구 쌍문1동,전기,2
138,서울특별시 도봉구 쌍문2동,전기,4
139,서울특별시 도봉구 쌍문3동,전기,1
140,서울특별시 도봉구 쌍문4동,전기,1
141,서울특별시 도봉구 창1동,전기,2
142,서울특별시 도봉구 창3동,전기,1
143,서울특별시 도봉구 창4동,전기,3
144,서울특별시 도봉구 창5동,전기,1
145,서울특별시 동대문구 답십리1동,전기,2
146,서울특별시 동대문구 답십리2동,전기,2
147,서울특별시 동대문구 용신동,전기,19
148,서울특별시 동대문구 이문1동,전기,1
149,서울특별시 동대문구 이문2동,전기,1
150,서울특별시 동대문구 장안1동,전기,6
151,서울특별시 동대문구 장안2동,전기,1
152,서울특별시 동대문구 전농1동,전기,2
153,서울특별시 동대문구 전농2동,전기,5
154,서울특별시 동대문구 제기동,전기,1
155,서울특별시 동대문구 청량리동,전기,5
156,서울특별시 동대문구 휘경1동,전기,2
157,서울특별시 동대문구 휘경2동,전기,2
158,서울특별시 동작구 노량진1동,전기,9
159,서울특별시 동작구 노량진2동,전기,9
160,서울특별시 동작구 대방동,전기,3
161,서울특별시 동작구 사당1동,전기,8
162,서울특별시 동작구 사당2동,전기,3
163,서울특별시 동작구 사당3동,전기,6
164,서울특별시 동작구 사당4동,전기,1
165,서울특별시 동작구 사당5동,전기,4
166,서울특별시 동작구 상도1동,전기,7
167,서울특별시 동작구 상도2동,전기,3
168,서울특별시 동작구 상도3동,전기,1
169,서울특별시 동작구 상도4동,전기,3
170,서울특별시 동작구 신대방1동,전기,3
171,서울특별시 동작구 신대방2동,전기,10
172,서울특별시 동작구 흑석동,전기,3
173,서울특별시 마포구 공덕동,전기,10
174,서울특별시 마포구 도화동,전기,6
175,서울특별시 마포구 망원1동,전기,3
176,서울특별시 마포구 망원2동,전기,3
177,서울특별시 마포구 상암동,전기,134
178,서울특별시 마포구 서강동,전기,5
179,서울특별시 마포구 서교동,전기,6
180,서울특별시 마포구 성산1동,전기,14
181,서울특별시 마포구 성산2동,전기,16
182,서울특별시 마포구 신수동,전기,3
183,서울특별시 마포구 아현동,전기,1
184,서울특별시 마포구 연남동,전기,3
185,서울특별시 마포구 용강동,전기,2
186,서울특별시 마포구 합정동,전기,4
187,서울특별시 서대문구 남가좌1동,전기,1
188,서울특별시 서대문구 남가좌2동,전기,2
189,서울특별시 서대문구 북가좌1동,전기,3
190,서울특별시 서대문구 북가좌2동,전기,2
191,서울특별시 서대문구 북아현동,전기,4
192,서울특별시 서대문구 신촌동,전기,3
193,서울특별시 서대문구 연희동,전기,14
194,서울특별시 서대문구 천연동,전기,1
195,서울특별시 서대문구 충현동,전기,3
196,서울특별시 서대문구 홍은1동,전기,1
197,서울특별시 서대문구 홍은2동,전기,1
198,서울특별시 서대문구 홍제1동,전기,5
199,서울특별시 서대문구 홍제2동,전기,1
200,서울특별시 서초구 내곡동,전기,8
201,서울특별시 서초구 반포1동,전기,3
202,서울특별시 서초구 반포2동,전기,5
203,서울특별시 서초구 반포3동,전기,1
204,서울특별시 서초구 반포4동,전기,8
205,서울특별시 서초구 반포본동,전기,2
206,서울특별시 서초구 방배1동,전기,4
207,서울특별시 서초구 방배2동,전기,2
208,서울특별시 서초구 방배3동,전기,3
209,서울특별시 서초구 방배4동,전기,14
210,서울특별시 서초구 방배본동,전기,3
211,서울특별시 서초구 서초1동,전기,99
212,서울특별시 서초구 서초2동,전기,11
213,서울특별시 서초구 서초3동,전기,11
214,서울특별시 서초구 서초4동,전기,2
215,서울특별시 서초구 양재1동,전기,115
216,서울특별시 서초구 양재2동,전기,11
217,서울특별시 서초구 잠원동,전기,6
218,서울특별시 성동구 금호1가동,전기,5
219,서울특별시 성동구 금호2.3가동,전기,3
220,서울특별시 성동구 금호4가동,전기,2
221,서울특별시 성동구 마장동,전기,18
222,서울특별시 성동구 사근동,전기,5
223,서울특별시 성동구 성수1가1동,전기,62
224,서울특별시 성동구 성수1가2동,전기,61
225,서울특별시 성동구 성수2가1동,전기,1
226,서울특별시 성동구 성수2가3동,전기,1
227,서울특별시 성동구 송정동,전기,5
228,서울특별시 성동구 옥수동,전기,1
229,서울특별시 성동구 왕십리2동,전기,1
230,서울특별시 성동구 왕십리도선동,전기,2
231,서울특별시 성동구 용답동,전기,3
232,서울특별시 성동구 응봉동,전기,1
233,서울특별시 성동구 행당1동,전기,22
234,서울특별시 성동구 행당2동,전기,2
235,서울특별시 성북구 길음1동,전기,4
236,서울특별시 성북구 길음2동,전기,3
237,서울특별시 성북구 돈암2동,전기,3
238,서울특별시 성북구 동선동,전기,2
239,서울특별시 성북구 보문동,전기,2
240,서울특별시 성북구 삼선동,전기,24
241,서울특별시 성북구 석관동,전기,1
242,서울특별시 성북구 성북동,전기,5
243,서울특별시 성북구 안암동,전기,1
244,서울특별시 성북구 월곡1동,전기,3
245,서울특별시 성북구 월곡2동,전기,1
246,서울특별시 성북구 장위1동,전기,3
247,서울특별시 성북구 장위2동,전기,2
248,서울특별시 성북구 정릉1동,전기,3
249,서울특별시 성북구 정릉2동,전기,1
250,서울특별시 성북구 정릉3동,전기,2
251,서울특별시 성북구 정릉4동,전기,1
252,서울특별시 성북구 종암동,전기,3
253,서울특별시 송파구 가락1동,전기,7
254,서울특별시 송파구 가락2동,전기,6
255,서울특별시 송파구 거여1동,전기,2
256,서울특별시 송파구 거여2동,전기,1
257,서울특별시 송파구 마천1동,전기,7
258,서울특별시 송파구 마천2동,전기,1
259,서울특별시 송파구 문정1동,전기,3
260,서울특별시 송파구 문정2동,전기,4
261,서울특별시 송파구 방이1동,전기,14
262,서울특별시 송파구 방이2동,전기,4
263,서울특별시 송파구 삼전동,전기,2
264,서울특별시 송파구 석촌동,전기,3
265,서울특별시 송파구 송파1동,전기,3
266,서울특별시 송파구 송파2동,전기,2
267,서울특별시 송파구 오금동,전기,4
268,서울특별시 송파구 오륜동,전기,1
269,서울특별시 송파구 위례동,전기,10
270,서울특별시 송파구 잠실2동,전기,3
271,서울특별시 송파구 잠실3동,전기,6
272,서울특별시 송파구 잠실4동,전기,6
273,서울특별시 송파구 잠실6동,전기,6
274,서울특별시 송파구 잠실7동,전기,1
275,서울특별시 송파구 잠실본동,전기,4
276,서울특별시 송파구 장지동,전기,8
277,서울특별시 송파구 풍납1동,전기,2
278,서울특별시 송파구 풍납2동,전기,4
279,서울특별시 양천구 목1동,전기,9
280,서울특별시 양천구 목2동,전기,6
281,서울특별시 양천구 목5동,전기,8
282,서울특별시 양천구 신월1동,전기,1
283,서울특별시 양천구 신월2동,전기,5
284,서울특별시 양천구 신월3동,전기,1
285,서울특별시 양천구 신월4동,전기,1
286,서울특별시 양천구 신월6동,전기,3
287,서울특별시 양천구 신월7동,전기,8
288,서울특별시 양천구 신정1동,전기,5
289,서울특별시 양천구 신정2동,전기,14
290,서울특별시 양천구 신정3동,전기,2
291,서울특별시 양천구 신정4동,전기,3
292,서울특별시 양천구 신정6동,전기,24
293,서울특별시 양천구 신정7동,전기,3
294,서울특별시 영등포구 당산1동,전기,32
295,서울특별시 영등포구 당산2동,전기,9
296,서울특별시 영등포구 대림1동,전기,2
297,서울특별시 영등포구 대림3동,전기,1
298,서울특별시 영등포구 도림동,전기,2
299,서울특별시 영등포구 문래동,전기,2
300,서울특별시 영등포구 신길3동,전기,1
301,서울특별시 영등포구 신길4동,전기,1
302,서울특별시 영등포구 신길5동,전기,1
303,서울특별시 영등포구 신길6동,전기,1
304,서울특별시 영등포구 신길7동,전기,1
305,서울특별시 영등포구 양평1동,전기,2
306,서울특별시 영등포구 양평2동,전기,4
307,서울특별시 영등포구 여의동,전기,214
308,서울특별시 영등포구 영등포동,전기,5
309,서울특별시 영등포구 영등포본동,전기,1
310,서울특별시 용산구 남영동,전기,6
311,서울특별시 용산구 보광동,전기,2
312,서울특별시 용산구 원효로1동,전기,10
313,서울특별시 용산구 원효로2동,전기,8
314,서울특별시 용산구 이촌1동,전기,5
315,서울특별시 용산구 이촌2동,전기,2
316,서울특별시 용산구 이태원1동,전기,7
317,서울특별시 용산구 이태원2동,전기,2
318,서울특별시 용산구 청파동,전기,2
319,서울특별시 용산구 한강로동,전기,6
320,서울특별시 용산구 한남동,전기,14
321,서울특별시 용산구 후암동,전기,2
322,서울특별시 은평구 갈현1동,전기,4
323,서울특별시 은평구 구산동,전기,6
324,서울특별시 은평구 녹번동,전기,24
325,서울특별시 은평구 대조동,전기,1
326,서울특별시 은평구 불광1동,전기,2
327,서울특별시 은평구 불광2동,전기,2
328,서울특별시 은평구 신사1동,전기,2
329,서울특별시 은평구 신사2동,전기,3
330,서울특별시 은평구 역촌동,전기,7
331,서울특별시 은평구 응암1동,전기,2
332,서울특별시 은평구 응암2동,전기,3
333,서울특별시 은평구 응암3동,전기,2
334,서울특별시 은평구 증산동,전기,2
335,서울특별시 은평구 진관동,전기,13
336,서울특별시 종로구 가회동,전기,3
337,서울특별시 종로구 교남동,전기,1
338,서울특별시 종로구 부암동,전기,2
339,서울특별시 종로구 사직동,전기,9
340,서울특별시 종로구 삼청동,전기,2
341,서울특별시 종로구 이화동,전기,3
342,서울특별시 종로구 종로1.2.3.4가동,전기,37
343,서울특별시 종로구 종로5.6가동,전기,3
344,서울특별시 종로구 창신2동,전기,2
345,서울특별시 종로구 청운효자동,전기,4
346,서울특별시 종로구 평창동,전기,7
347,서울특별시 종로구 혜화동,전기,2
348,서울특별시 중구 광희동,전기,5
349,서울특별시 중구 다산동,전기,2
350,서울특별시 중구 동화동,전기,1
351,서울특별시 중구 명동,전기,57
352,서울특별시 중구 소공동,전기,2
353,서울특별시 중구 신당동,전기,5
354,서울특별시 중구 약수동,전기,2
355,서울특별시 중구 장충동,전기,11
356,서울특별시 중구 중림동,전기,3
357,서울특별시 중구 청구동,전기,3
358,서울특별시 중구 필동,전기,7
359,서울특별시 중구 황학동,전기,1
360,서울특별시 중구 회현동,전기,11
361,서울특별시 중랑구 망우3동,전기,2
362,서울특별시 중랑구 망우본동,전기,3
363,서울특별시 중랑구 면목2동,전기,2
364,서울특별시 중랑구 면목7동,전기,1
365,서울특별시 중랑구 묵1동,전기,6
366,서울특별시 중랑구 묵2동,전기,2
367,서울특별시 중랑구 상봉1동,전기,3
368,서울특별시 중랑구 상봉2동,전기,2
369,서울특별시 중랑구 신내1동,전기,6
370,서울특별시 중랑구 신내2동,전기,10
371,서울특별시 중랑구 중화1동,전기,3
