,동,등록 자동차 수
357,청구동,3
358,필동,7
359,황학동,1
360,회현동,11
361,망우3동,2
362,망우본동,3
363,면목2동,2
364,면목7동,1
365,묵1동,6
366,묵2동,2
367,상봉1동,3
368,상봉2동,2
369,신내1동,6
370,신내2동,10
371,중화1동,3
